Num,District,Park_division,Park_name,Road_address ,Parcel_address,Park_overview,Park_area,Main_facility,Sporting_goods,Guidemap,Direction,Use_notes,Image,Park_number,Latitude,Longitude,Shortcut,Grade,Keyword
872,동작구,어린이공원,새싹어린이공원,,서울특별시 동작구 사당동 316-33,,780,,,,,,,,37.479905,126.973124,,,
873,동작구,어린이공원,꿈돌이어린이공원,,서울특별시 동작구 사당동 300-26,,761,,,,,,,,37.480474,126.970034,,,
874,동작구,어린이공원,동산어린이공원,,서울특별시 동작구 사당동 1000,,466.1,,,,,,,,37.479616,126.969571,,,
875,동작구,어린이공원,토끼어린이공원,,서울특별시 동작구 사당동 1000-13,,821.7,,,,,,,,37.478284,126.970241,,,
876,동작구,어린이공원,참새어린이공원,,서울특별시 동작구 대방동 414-29 외 5,,2982.7,,,,,,,,37.498336,126.921885,,,
877,동작구,어린이공원,양지어린이공원,,서울특별시 동작구 사당동 316-37,,568,,,,,,,,37.480071,126.974021,,,
878,동작구,어린이공원,새벽어린이공원,서울특별시 동작구 상도로13길11,서울특별시 동작구 상도동 335-141,,496,,,,,,,,37.50092249,126.930155,,,
879,동작구,어린이공원,옹달샘어린이공원,,서울특별시 동작구 상도동 299-193,,445,,,,,,,,37.495349,126.929617,,,
880,동작구,어린이공원,샛별어린이공원,,서울특별시 동작구 사당동 1144,,344.7,,,,,,,,37.487568,126.965354,,,
881,동작구,어린이공원,반달어린이공원,,서울특별시 동작구 사당동 233-12,,182,,,,,,,,37.483714,126.967932,,,
882,동작구,어린이공원,늘푸른어린이공원,,서울특별시 동작구 사당동 산32-76,,1503,,,,,,,,37.482608,126.969174,,,
883,동작구,어린이공원,본동어린이공원,,서울특별시 동작구 본동 483,,2195.5,,,,,,,,37.511023,126.954241,,,
884,동작구,어린이공원,개나리어린이공원,,서울특별시 동작구 사당동 1138-1,,454,,,,,,,,37.486354,126.965684,,,
885,동작구,어린이공원,청명어린이공원,,서울특별시 동작구 신대방동 719-1,,1024,,,,,,,,37.487572,126.907983,,,
886,동작구,어린이공원,해당화어린이공원,,서울특별시 동작구 신대방동 719-3,,374,,,,,,,,37.486987,126.905905,,,
887,동작구,어린이공원,태양어린이공원,,서울특별시 동작구 상도동 527-1외 2,,1514.5,,,,,,,,37.506795,126.944663,,,
888,동작구,어린이공원,희망어린이공원,,서울특별시 동작구 동작동 333-3,,2654.3,,,,,,,,37.493693,126.980349,,,
889,동작구,어린이공원,꿈나무어린이공원,,서울특별시 동작구 상도동 521-1,,1500,,,,,,,,37.506795,126.944641,,,
890,동작구,어린이공원,까망돌어린이공원,,서울특별시 동작구 흑석동 335-10,,1904.5,,,,,,,,37.506578,126.964102,,,
891,동작구,어린이공원,해밀어린이공원,,서울특별시 동작구 사당동 1157-1,,2392,,,,,,,,37.488467,126.974311,,,
892,동작구,어린이공원,꿈나래어린이공원,,서울특별시 동작구 상도동 36-1,,1720.2,,,,,,,,37.5052677,126.9481801,,,
893,동작구,어린이공원,비둘기어린이공원,,서울특별시 동작구 상도1동 558,,2114.7,,,,,,,,37.505903,126.9518335,,,
894,동작구,역사공원,사육신공원,서울특별시 동작구 노량진로 191,서울특별시 동작구 노량진동 155-1,단종을 모시던 신하들로서 벼슬과 목숨을 초개같이 여기고 단종 복위 모의를 꾀하다가 배반자의 밀고로 발각된 후 능지처사를 당한 하위지 성삼문 류성원 이개 유응부 박팽년 김문기 일곱 분의 묘가 이 공원에 모셔져 있으며 묘역 앞 건물에는 위 일곱 분의 위패를 모신 사당 의절사가 있고 의로운 충혼을 위로하고 불굴의 충의(忠義) 정신을 널리 기리고자 매년 10월 9일에 추모제향을 올리고 있다. 사육신공원은 1978년 5월 19일에 개원되었으며 공원 내의 사육신 묘는 서울특별시 유형문화재 제8호로 지정되었다.,47832,"사육신묘, 의절사, 불이문, 홍살문, 비각, 산책로","온몸허리돌리기, 온몸노젓기, 거꾸로매달리기, 윗몸일으키기2, 온몸역기올리기2, 하늘걷기2",http://parks.seoul.go.kr/template/common/img/park_info/46_sayuksin/sayuksin_guide.jpg,지하철 1호선 노량진역 하차(1번출구) 도보 10분 버스(G 지선 B 간선 R 광역 Y 순환) 사육신공원에서 하차 G 50115516551755315535553662116411 B 150152360361363500504507605640751 R 94089412 문의처 동작구청 공원녹지과 02)820-1395 주차장 소형 5대 대형 1대 주차 가능 주차장 면적 : 350㎡,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1875,02-820-9844,37.5137049,126.948636,,,운동
895,동작구,근린공원,보라매공원,서울특별시 동작구 여의대방로20길 33(보라매공원),,보라매공원은 서울특별시 동작구 신대방동 395번지 대방로 219 일대인 옛날 공군사관학교 자리를 1985년 12월 20일에 보수하여 1986년 5월 5일 개원하면서 공군사관학교 때의 상징인 '보라매'를 그대로 이름에 사용하여 오늘에 이르고 있다. 주요 시설로는 잔디광장 에어파크 연못(음악분수) 다목적운동장 인조잔디축구장 배드민턴장 암벽등반대 등이 있고 맨발공원 등 휴양 시설과 각종 편익 시설도 구비되어 있다. 특히 비행기 8대가 전시되어 있는 에어파크는 옛 공군사관학교의 정기를 느낄 수 있으며 공원 내에는 한국 자유총연맹 서울시 지회 한국청소년연맹 서울시립보라매청소년수련관 동작구민회관 서울시립지적장애인복지관 남부장애인복지관 동작경찰서보라매파견소와 2010년 5월 개관한 시민안전체험관 등 11개 기관이 입주하고 있다.,424106,"조경시설 : 잔디마당, 수경시설(연못 벽천 등), 철쭉동산, 무궁화동산 등. 운동시설 : 조깅트랙, 인조잔디축구장, 테니스장, 다목적운동장, 베드민턴장, 인공암벽등반장, 게이트볼장, 지압보도, 헬스시설(평행봉 등 28종). 편익시설 : 주차장, 매점, 음수대, 팔각정, 화장실, 벤치. 유희시설 : 어린이놀이터, 피크닉장, 바닥분수, 에어파크. 교양시설 : 청소년수련관, 시민안전체험관, 동작구민회관. 보안시설 : 시설물관리 감시용 CCTV 38대 24시간 녹화가동 중. 기타시설 : 관악노인종합복지관, 서울시지적장애인복지관, 서울시남부장애인복지관, 동작경찰서, 지구대파견소 ※ 신림 경전철 공사로 인해 농구장 X-game장 인라인스케이트장은 폐쇄",,http://parks.seoul.go.kr/file/info/sedView.do?name=201803291717386b48ef4c-e2db-4a5a-a57c-6716c727c25a.png,지하철 7호선 보라매역 2번 출구 보라매공원 방향으로430미터 도보로 10분 2호선 신대방역 4번 출구 문창초등학교 방향으로 285미터 도보로 8분  버스(G 지선 B 간선 R 광역 Y 순환) 보라매공원 동문입구  * 보라매병원 하차 G 5516 6513 6514 6515 6516 B 152 153 461 504 * 롯데관악점 하차 G 5516 5522B호암 5524 5525 5535 6511 6516 B 153 보라매공원 정문입구 : 보라매공원 하차 G 5531 5536 5623 5633 B 150 505 보라매공원 정문초소입구  Y 동작05(대방역~신대방역 05:45~23:50배차간격 10분) Y 동작05-1(대방역~신대방역. 05:50~23:50. 배차간격 15분)  승용차 보라매공원 정문주차장 . 대방로 대방역 지하차도를 지나 대림동방향 보라매공원 정문으로 오셔서 유료주차장 이용  . 시흥대로에서 대방로 진입 후 보라매공원 정문으로 오셔서 유료주차장 이용 보라매공원 동문주차장 . 신대방 지하철역 지나 당곡사거리 방향으로 오시다가 보라매병원 정문 지나서 보라매공원 동문 유료주차장 이용 . 시흥대로에서 당곡사거리 방향으로 오시다가 보라매병원 정문 지나서 보라매공원 동문 유료주차장 이용  주차장 보라매주차장 주차요금안내 보라매공원 정문주차장 . 주차면수 : 86면 . 이용시간 : 09:00~ 22:00 . 이 용 료 : 소형 5분당 100원 / 대형 5분당 300원 보라매공원 동문주차장 . 주차면수 : 42면 . 이용시간 : 09:00~22:00 . 이 용 료 : 5분당 100원,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1902,02-2181-1191~1195,37.492333,126.918289,http://parks.seoul.go.kr/template/sub/boramae.do,,반려견놀이터
896,동작구,기타공원,국립현충원,,서울특별시 동작구 사당2동 산41-2,동작구 동작동에 위치한 국립현충원은 국가와 민족을 위해 순국한 호국영령들이 잠들어 있는 민족의 성역이다. 이곳은 관악산 기슭의 공작봉을 주봉으로 하여 정기어린 능선이 병풍치듯 3면을 감싸고 앞으로는 한강수가 굽이쳐 도는 풍수상 명당으로 손꼽히는 포근한 땅이다. 2003년 현재 국립현충원에는 국가원수 2위 임정요인 17위 애국지사 1693위 국가유공자 120위 장군 513위 장.사병 73919위 경찰 2886위의 묘소와 108793위의 위패를 봉안하고 있다.,,"현충관, 현충탑, 충열대, 충성분수대, 호국분수탑, 충혼승천상, 휴게소",,,지하철 4호선 동작역 하차(24번출구) 도보 5분 9호선 동작(현충원)역 하차(8번 출구)  버스(G 지선 B 간선 R 광역 Y 순환) G 4511 5524 6411 R 8342 360 361 362 363 462 640 642 R 9408  승용차 경부 고속도로 : 반포IC지나서 올림픽도로 김포공항 방향 → 반포대교 지나 국립서울현충원 방향(약 3분) 중부고속도로 : 하남IC지나서 올림픽도로 김포공항 방향 → 반포대교 지나 국립서울현충원 방향(약3분) 해안 고속도로 : 서서울톨게이트 → 성산대교 방향 → 노들길 국립서울현충원 방향(약15분) 경인 고속도로 : 신월IC지나서 국회의사당 방향 → 노들길 수산시장. 국립서울현충원 방향(약10분) 강변북로(일산) : 동작대교 진입 남단에서 국립서울현충원 방향(약2분) 강변북로(천호 동부간선도로(의정부 상계동) : 성수대교 → 올림픽도로 김포공항 방면 국림서울현충원  주차장 100대 주차 가능 면적 : 2000㎡  문의처 국립서울현충원 02)815-0625,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1919,02-826-6235,37.4998621,126.9736849,,,
897,마포구,근린공원,상암근린공원,,서울특별시 마포구 상암동 1761,상암근린공원은 15000세대 43000명 거주 규모로 사업시행중인 상암택지개발지구 중심에 위치하고 있어 접근성이 편리하고 이용인구가 많으며 2000. 9. 27자로 공원조성 완료되어 산책로 생태연못 관리사무소 화장실 등 기반시설이 잘 갖추어져 있습니다. 광장과 상암산 및 기 조성된 기반시설이 한곳에 모여 있어 이용동선이 짧고 생태연못을 활용한 수생동식물 관찰 등 생태학습프로그램을 운영하고 있습니다. 관리사무소 내에는 유모차대여소 모유수유소가 설치되어 있으며 여성이 산책하기 편리하고 CCTV 비상벨 등이 설치되어 있어 2010년 하반기 ‘여행(女幸)공원’으로 지정되었습니다.,160349.3,"조경시설 : 생태연못, 생태습지, 암석원, 그늘시렁, 정자 등. 편의시설 : 화장실, 연식의자 등. 관리시설 : 종합안내판, 공원 등. 관리사무소, 모유수유실, 유모차대여소 등. ","어깨손목돌리기, 거꾸로매달리기, 무릎펴서걷기, 온몸당겨올리기, 무릎오금펴기, 허리흔들기, 허리돌리기, 2단철봉, 작은펄봉, 상체근육풀기, 파도타기, 등허리지압기, 공중걷기, 제자리달리기, 줄당기기, 완력기",http://parks.seoul.go.kr/cheditor/attach/20110614/nrXodvpJ.jpg,지하철 6호선 디지털미디어시티역 : 2번출구 버스이용 약5분 6호선 마포구청역 : 1번출구 버스이용 10분 버스(G 지선 B 간선 R 광역 Y 순환) B 670  서부면허시험장 앞 하차 B 710 171 771 670  상암고등학교 앞 하차 도보5분 G 7011 7016  서부면허시험장 앞 하차 G 6715 7013A 7013B 7711 7715  상암고등학교 앞 하차 도보5분 G 마을버스 8번 15번 서부운전면허시험장 앞 하차(상지초등학교쪽 입구 방향) G 마을버스 8번 4단지입구 앞 하차(상암산 입구 방향) 승용차 서부면허시험장 앞 강변북로 일산방향 : 월드컵공원 방면 우측방향 → 난지천공원입구 → 서부면허시험장 방면 우회전 강변북로 성산대교북단 → 마포구청 방면 → 월드컵경기장 연신내역 방향 → 난지천공원입구 → 서부면허시험장 방면 우회전 주차장 공원입구 주차가능(10대),일반사항 평지형 공원으로 공원 입구 옆 10대 주차가능한 주차장이 있으며 무료로 공원이용프로그램을 운영하고 있으며 선착순 접수를 받고 있습니다.,http://parks.seoul.go.kr/file/info/view.do?fIdx=1533,02-3153-9553,37.5760106,126.8859012,,,"운동, 산책"
898,마포구,근린공원,매봉산공원,,서울특별시 마포구 상암동 1631,,13137,,"롤링웨이스트, 크로스컨트리, 트윈트위스트, 체스트프레스, 하이폴리, 레그프레스, 윗몸일으키기, 스텝싸이클 ",,,,,02-3153-9553,37.572886,126.892089,,,운동
899,마포구,근린공원,구룡공원,,서울특별시 마포구 상암동 1583,,14287,,"하체흔들기, 온몸허리흔들기, 체스트프레스, 싸이클달리기, 등허리지압기, 온몸근육풀기, 공중걷기, 윗몸일으키기, 하이폴리",,,,,02-3153-9553,37.58279034,126.8837149,,,운동
900,마포구,근린공원,와우근린공원,,서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산),마포팔경 중에 하나(우산목적:牛山牧笛일-와우산에 은은히 들려오는 목동들의 피리소리)인 와우산은 소가 누워있는 모양으로 풍수지리설에 의하면 예전에 큰 소가 길마는 무악에다 벗어놓고 굴레는 북아현동 163번지 남쪽 네거리에 벗은 다음 여물통은 하수동 132-2번지 앞에 두고 서강을 향하여 내려가다가 누워서 뿔은 서강초등학교 자리 머리부분은 서강시민아파트 엉덩이는 와우시민아파트 자리에 있었던 데서 유래되었다 한다 와우배수지 상부에 다양한 시설을 갖춘 체육공원에서 가족단위의 운동을 즐길 수 있으며 체육공원 뒤로 자연적인 숲을 따라 산책하면 약수터를 지나 자연학습관찰원으로 이어져 휴식과 체력단련을 동시에 즐길 수 있다.,87432.4,"배드민턴장, 약수터, 농구장, 조깅트랙, 체력단련장, 지압보도, 광장","수평대, 3단철봉, 윗몸일으키기, 평행봉, 역기15kg, 큰활차머신, 허리돌리기, 공중걷기, 양팔줄당기기, 거꾸로매달리기, 역기올리기, 등허리지압기, 파도타기, 노젓기운동, 온몸지압기, 마라톤운동, 온몸역기올리기, 온몸허리돌리기, 이단철봉",http://parks.seoul.go.kr/cheditor/attach/20110616/nKNnpOVO.jpg,지하철 2호선 신촌역 : 7번출구 도보 약 10분 2호선 홍대입구역 : 4번출구 도보 약 10분 6호선 상수역 : 2번출구 도보 약 10분 버스(G 지선 B 간선 R 광역 Y 순환) B 273 삼진제약 앞 하차 G 7011 삼진제약 앞 하차 승용차 홍대정문앞 홍대정문앞 → 신촌역 방향으로 약400m 정도 지나 산울림소극장앞 4거리 우회전 → 약70m 직진 주차장 공원내 별도 주차장이 마련되어 있지 않음,일반사항 산지형 공원으로 별도로 공원내 주차장이 없으며 무료로 실내배드민턴장 농구장 게이트볼장을 시민 누구나 사용하실 수 있습니다.  공통사항 실내배드민턴장 이용시간 : 새벽 6시 ~ 밤 10시,http://parks.seoul.go.kr/file/info/view.do?fIdx=1534,02-3153-9553,37.5517298,126.9289936,,,운동
901,마포구,근린공원,부엉이공원,,서울특별시 마포구 상암동1735,,17640,,"달리기운동, 양팔줄당기기, 거꾸로매달리기, 스텝싸이클, 체어풀, 크로스컨트리, 풀웨이트, 레그스트레치, 이단철봉, 매달려가기, 허리돌리기, 뜀뛰기, 작은철봉",,,,,02-3153-9553,37.58478822,126.8830892,,,운동
902,마포구,근린공원,성산공원,,서울특별시 마포구 성산동산11-1 등 38필지,,103962,,"허리돌리기, 온몸근육풀기, 업도미널, 버터플라이, 양팔줄당기기, 등허리지압운동, 숄더프레스, 암컬, 레스익스텐션, 스쿼트, 하체흔들기, 윗몸일으키기, 역기올리기, 허리돌리기, 3단철봉, 거꾸로매달리기, 등허리지압기, 평행봉, 파도타기, 노젓기운동",,,,,02-3153-9553,37.562015,126.909591,,,운동
903,마포구,근린공원,쌍룡산공원,,서울특별시 마포구 아현동 768,,5791,,"풀웨이트, 푸쉬웨이트, 사이드스윙, 트위스트, 스카이워킹 ",,,,,02-3153-9553,37.552946,126.950353,,,운동
904,마포구,근린공원,샛터공원,,서울특별시 마포구 성산동200-326 등 19필지,,31100,,"허리돌리기, 파도타기, 공중걷기, 온몸근육풀기, 온몸지압기, 온몸역기올리기",,,,,02-3153-9553,37.566233,126.906012,,,운동
905,마포구,근린공원,노고산공원,,서울특별시 마포구 대흥동 산1-30등17필지,,528936,,,,,,,02-3153-9553,37.552734,126.942271,,,
906,마포구,어린이공원,큰더기어린이공원,,서울특별시 마포구 공덕동 470-1,,1949,,,,,,,02-3153-9554,37.550143,126.953133,,,
907,마포구,어린이공원,공덕역어린이공원,,"서울특별시 마포구 공덕동 467-1,2,3",,2435,,,,,,,02-3153-9554,37.544846,126.95128,,,
908,마포구,어린이공원,마포어린이공원,,서울특별시 마포구 마포동 350-5,,2030,,"허리돌리기, 온몸들어올리기, 등허리지압기, 싸이드파도타기, 윗몸일으키기, 온몸노젓기",,,,,02-3153-9554,37.53582016,126.943694,,,운동
909,마포구,어린이공원,복사꽃어린이공원,,서울특별시 마포구 도화동 533,,1553,,"공중걷기, 파도타기, 윗몸일으키기, 허리돌리기, 온몸근육풀기, 양팔줄당기기, 하이폴리, 체스트프레스",,,,,02-3153-9554,37.538997,126.9463517,,,운동
910,마포구,어린이공원,도화소어린이공원,,서울특별시 마포구 도화동 540,,1646,,"거꾸로매달리기, 공중걷기, 근육풀기, 다리뻗치기, 마라톤, 양팔줄운동, 어깨근육운동, 역기내리기, 온몸지압기, 파도타기, 허리돌리기",,,,,02-3153-9554,37.541067,126.9453426,,,운동
911,마포구,어린이공원,삼개어린이공원,,서울특별시 마포구 도화동 555-1,,3029,,,,,,,02-3153-9554,37.54035817,126.94508,,,
912,마포구,어린이공원,대흥어린이공원,,서울특별시 마포구 대흥동 660-1,,1486,,"양다리운동, 양회전운동 ",,,,,02-3153-9554,37.543693,126.94354,,,운동
913,마포구,어린이공원,현석어린이공원,,서울특별시 마포구 현석동 1-5,,1622,,"무릎펴서걷기, 허리흔들기, 온몸당겨올리기, 허리돌리기, 상체일으키기, 무릎오금펴기, 온몸밀어올리기, 제자기달리기 ",,,,,02-3153-9554,37.544319,126.933312,,,운동
914,마포구,어린이공원,창전어린이공원,,서울특별시 마포구 창전동 35-28,,1185,,"써핑롤링머신, 워킹트레이너머신, 트렁크로라머신",,,,,02-3153-9554,37.550165,126.929106,,,운동
915,마포구,어린이공원,와우어린이공원,,서울특별시 마포구 상수동 72-7,,2924,,"오금펴기, 역기올리기, 공중걷기, 파도타기, 허리돌리기",,,,,02-3153-9554,37.54883125,126.925367,,,운동
916,마포구,어린이공원,서교어린이공원,,서울특별시 마포구 서교동 391-1,,1761,,"양팔줄당기기, 공중걷기, 윗몸일으키기, 허리돌리기, 노젓기운동, 파도타기, 역기내리기, 역기올리기, 등허리지압기, 평행봉, 레그프레스",,,,,02-3153-9554,37.55202007,126.915455,,,운동
917,마포구,어린이공원,잔다리어린이공원,,서울특별시 마포구 서교동 479-1,,774,,"파도타기, 공중걷기, 온몸역기올리기",,,,,02-3153-9554,37.554569,126.912702,,,운동
918,마포구,어린이공원,윗잔다리어린이공원,,서울특별시 마포구 동교동 168-1,,3251,,"무릎펴서걷기, 무릎오금펴기, 상체일으키기, 제자리달리기, 허리돌리기",,,,,02-3153-9554,37.55701305,126.9256552,,,운동
919,마포구,어린이공원,동교어린이공원,,서울특별시 마포구 동교동 197-17,,978,,"등허리지압기, 허리돌리기, 노젓기운동, 윗몸일으키기 ",,,,,02-3153-9554,37.560087,126.9234345,,,운동
920,마포구,어린이공원,합정어린이공원,,서울특별시 마포구 서교동 489,,3005,,"레스프레스, 트윈트위스트, 풀웨이트, 체어풀, 워밍암",,,,,02-3153-9554,37.551803,126.913019,,,운동
921,마포구,어린이공원,양화어린이공원,,서울특별시 마포구 합정동 394-1,,1388,,"등허리지압기, 허리돌리기, 윗몸일으키기, 하늘걷기, 옆파도타기, 온몸근육풀기, 평행봉, 역기들어올리기, 3단철봉",,,,,02-3153-9554,37.55035465,126.9084445,,,운동
922,마포구,어린이공원,한마음어린이공원,,서울특별시 마포구 망원동 381-1,,770,,"무릎펴서걷기, 상체일으키기, 허리돌리기, 허리흔들기, 달리기운동기구",,,,,02-3153-9554,37.55468956,126.9080164,,,운동
923,마포구,어린이공원,옹달샘어린이공원,,서울특별시 마포구 망원동 408-3,,1134,,"허리흔들기, 어깨손목돌리기, 온몸당겨올리기, 무릎오금펴기, 허리돌리기, 무릎펴서걷기, 제자리높이뛰기, 상체일으키기",,,,,02-3153-9554,37.55485,126.902013,,,운동
924,마포구,어린이공원,두리어린이공원,,서울특별시 마포구 망원2동 436-1,,1007,,"노젓기운동, 어깨유연성운동, 상체일으키기, 파도타기, 허리돌리기, 등허리지압기, 역기내리기, 역기올리기, 공중걷기",,,,,02-3153-9554,37.560124,126.901229,,,운동
925,마포구,어린이공원,망원새싹어린이공원,,서울특별시 마포구 망원2동 509-1,,559,,,,,,,02-3153-9554,37.559039,126.898507,,,
926,마포구,어린이공원,느티나무어린이공원,,서울특별시 마포구 연남동 563-5,,993,,"무릎오금펴기, 어깨손목돌리기, 온몸당겨올리기, 무릎펴서걷기, 허리돌리기, 허리흔들기, 제자리달리기, 양팔줄당기기, 입식헬스싸이클",,,,,02-3153-9554,37.55950711,126.918761,,,운동
927,마포구,어린이공원,은행나무어린이공원,,서울특별시 마포구 연남동 250-1,,994,,"허리운동, 양회전운동, 올리기운동, 양다리운동 ",,,,,02-3153-9554,37.56462924,126.9224169,,,운동
928,마포구,어린이공원,다솜어린이공원,,서울특별시 마포구 성산동 113-2,,975,,"노젓기운동, 허리돌리기, 파도타기, 공중걷기, 달리기운동",,,,,02-3153-9554,37.5622309,126.9154619,,,운동
929,마포구,어린이공원,뒤뜰어린이공원,,서울특별시 마포구 성산동 588-8,,530,,"허리돌리기, 공중걷기, 상체근육풀기",,,,,02-3153-9554,37.563154,126.909348,,,운동
930,마포구,어린이공원,외주목어린이공원,,서울특별시 마포구 성산동 587-18 일대,,263,,"양다리운동, 팔올리기운동, 허리운동",,,,,02-3153-9554,37.562772,126.907695,,,운동
931,마포구,어린이공원,성메어린이공원,,서울특별시 마포구 성산동 667-1,,640,,"허리흔들기, 상체일으키기, 어깨손목돌리기, 온몸밀어올리기, 허리돌리기, 무릎펴서걷기, 제자리높이뛰기",,,,,02-3153-9554,37.568088,126.914754,,,운동
932,마포구,어린이공원,성황당어린이공원,,서울특별시 마포구 성산동 147-5,,1367,,"허리흔들기, 무릎펴서걷기, 어깨손목돌리기, 허리돌리기, 노젓기운동, 역기올리기, 오금펴기",,,,,02-3153-9554,37.568996,126.907334,,,운동
933,마포구,어린이공원,큰길어린이공원,,서울특별시 마포구 성산동 200-50,,942,,"허리돌리기, 레스프레스, 공중걷기, 달리기운동, 하체흔들기, 어깨손목돌리기, 앉아무릎오금펴기, 평행봉",,,,,02-3153-9554,37.56775,126.908231,,,운동
934,마포구,어린이공원,쌍둥이어린이공원,,서울특별시 마포구 성산동 200-335,,905,,"무릎펴서걷기, 제자리높이뛰기, 허리흔들기, 온몸당겨밀어올리기, 허리돌리기, 상체일으키기, 어깨손목돌리기",,,,,02-3153-9554,37.56573,126.906759,,,운동
935,마포구,어린이공원,성사천어린이공원,,서울특별시 마포구 성산동 199-11,,166,,,,,,,02-3153-9554,37.565334,126.904856,,,
936,마포구,어린이공원,중동소어린이공원,,서울특별시 마포구 중동 36-27,,779,,"온몸역기올리기, 공중걷기, 온몸지압기, 온몸허리돌리기, 마라톤운동, 온뭄근육풀기",,,,,02-3153-9554,37.570632,126.9067005,,,운동
937,마포구,어린이공원,중동어린이공원,,서울특별시 마포구 중동 228,,377,,"앉아무릎밀기, 무릎펴서걷기, 허리흔들기, 어깨손목돌리기, 온몸당겨올리기, 상체일으키기, 허리돌리기 ",,,,,02-3153-9554,37.568444,126.910444,,,운동
938,마포구,어린이공원,샘터어린이공원,,서울특별시 마포구 중동 36-34,,123,,"허리돌리기, 윗몸일으키기",,,,,02-3153-9554,37.56987,126.906734,,,운동
939,마포구,어린이공원,개나리어린이공원,,서울특별시 마포구 중동 40-5 일대,,1481,,"하늘걷기, 온몸근육풀기, 온몸역기올리기, 온몸허리돌리기, 어깨손목돌리기, 온몸당겨올리기, 무릎오금펴기, 허리돌리기, 2단평행봉",,,,,02-3153-9554,37.569866,126.909184,,,운동
940,마포구,어린이공원,새누리어린이공원,,서울특별시 마포구 상암동 1619,,2897,,"온몸역기올리기, 하늘걷기, 온몸허리돌리기, 온몸근육풀기, 체스트프레스, 입식헬스싸이클, 좌식헬스싸이클, 달리기운동, 하체흔들기",,,,,02-3153-9554,37.575462,126.898158,,,운동
941,마포구,어린이공원,휴암어린이공원,,서울특별시 마포구 상암동 14-5,,921,,"공중걷기, 허리돌리기, 물결타기, 어깨유연성운동, 2단철봉",,,,,02-3153-9554,37.577092,126.895682,,,운동
942,마포구,어린이공원,부엉바위어린이공원,,서울특별시 마포구 상암동 1636,,1511,,"온몸허리돌리기, 하늘걷기, 온몸역기올리기, 윗몸일으키기, 솔라오금펴기",,,,,02-3153-9554,37.575369,126.892436,,,운동
943,마포구,어린이공원,물치어린이공원,,서울특별시 마포구 상암동 1656,,1522,,"허리돌리기, 어깨손목돌리기, 온몸당겨올리기, 거꾸로머신, 등허리펴기, 자전거타기",,,,,02-3153-9554,37.577609,126.887896,,,운동
944,마포구,어린이공원,귀리어린이공원,,서울특별시 마포구 상암동 1681,,1504,,,,,,,02-3153-9554,37.581414,126.880724,,,
945,마포구,어린이공원,목련어린이공원,,서울특별시 마포구 상암동1742,,1501,,,,,,,02-3153-9554,37.587419,126.880169,,,
946,마포구,어린이공원,산수유어린이공원,,서울특별시 마포구 상암동1744,,2011,,,,,,,02-3153-9554,37.585402,126.879329,,,
947,마포구,어린이공원,산딸나무어린이공원,,서울특별시 마포구 상암동1753,,1499,,,,,,,02-3153-9554,37.583562,126.877805,,,
948,마포구,어린이공원,애오개도담어린이공원,,서울특별시 마포구 아현동 800-6,,3212,,"체스트프레스, 하리폴리, 어깨근육풀기, 윗몸일으키기, 레그프레스, 공중걷기, 허리돌리기 ",,,,,02-3153-9554,37.552936,126.960269,,,운동
949,마포구,어린이공원,쌍룡산어린이공원,,서울특별시 마포구 아현동 769,,5911,,,,,,,02-3153-9554,37.552166,126.950353,,,
950,마포구,어린이공원,토정어린이공원,,서울특별시 마포구 용강동 63-2,,2631,,"역기올리기, 오금펴기, 허리돌리기, 파도타기, 공중걷기",,,,,02-3153-9554,37.540594,126.943573,,,운동
951,마포구,어린이공원,애오개어린이공원,,서울특별시 마포구 아현동 802번지 일대,,1424,,"온몸지압기, 온몸근육풀기, 양팔줄운동",,,,,02-3153-9554,37.55514,126.957944,,,운동
